sample,fastq_1,fastq_2,strandedness
SRR8616218,SRR8616218_1.fastq.gz,SRR8616218_2.fastq.gz,auto
SRR8616219,SRR8616219_1.fastq.gz,SRR8616219_2.fastq.gz,auto
SRR8616220,SRR8616220_1.fastq.gz,SRR8616220_2.fastq.gz,auto
SRR8618300,SRR8618300_1.fastq.gz,SRR8618300_2.fastq.gz,auto
SRR8618301,SRR8618301_1.fastq.gz,SRR8618301_2.fastq.gz,auto
SRR8618302,SRR8618302_1.fastq.gz,SRR8618302_2.fastq.gz,auto
SRR8618303,SRR8618303_1.fastq.gz,SRR8618303_2.fastq.gz,auto
SRR8618304,SRR8618304_1.fastq.gz,SRR8618304_2.fastq.gz,auto
SRR8618305,SRR8618305_1.fastq.gz,SRR8618305_2.fastq.gz,auto
SRR8618306,SRR8618306_1.fastq.gz,SRR8618306_2.fastq.gz,auto
SRR8618307,SRR8618307_1.fastq.gz,SRR8618307_2.fastq.gz,auto
SRR8618308,SRR8618308_1.fastq.gz,SRR8618308_2.fastq.gz,auto
SRR8618309,SRR8618309_1.fastq.gz,SRR8618309_2.fastq.gz,auto
SRR8618310,SRR8618310_1.fastq.gz,SRR8618310_2.fastq.gz,auto
SRR8618311,SRR8618311_1.fastq.gz,SRR8618311_2.fastq.gz,auto
SRR8618312,SRR8618312_1.fastq.gz,SRR8618312_2.fastq.gz,auto
SRR8618313,SRR8618313_1.fastq.gz,SRR8618313_2.fastq.gz,auto
SRR8618314,SRR8618314_1.fastq.gz,SRR8618314_2.fastq.gz,auto
SRR8618315,SRR8618315_1.fastq.gz,SRR8618315_2.fastq.gz,auto
SRR8618316,SRR8618316_1.fastq.gz,SRR8618316_2.fastq.gz,auto
SRR8618317,SRR8618317_1.fastq.gz,SRR8618317_2.fastq.gz,auto
SRR8618318,SRR8618318_1.fastq.gz,SRR8618318_2.fastq.gz,auto
SRR8618319,SRR8618319_1.fastq.gz,SRR8618319_2.fastq.gz,auto
